country,year,iso_3,iso_2,buildings_cost_recovery,machines_cost_recovery,intangibles_cost_recovery,waverage,average,gdp
Australia,2024,AUS,AU,0.479318672,0.851484971,0.547953911,0.652982215,0.626252518,1657.850279
Australia,2025,AUS,AU,0.479318672,0.851484971,0.547953911,0.652982215,0.626252518,1706.903842
Australia,2026,AUS,AU,0.479318672,0.851484971,0.547953911,0.652982215,0.626252518,1758.55784
Australia,2027,AUS,AU,0.479318672,0.851484971,0.547953911,0.652982215,0.626252518,1809.556019
Australia,2028,AUS,AU,0.479318672,0.851484971,0.547953911,0.652982215,0.626252518,1860.223586
Austria,1981,AUT,AT,0.479318672,0.813463195,NA,NA,NA,192.3117523
Austria,1982,AUT,AT,0.479318672,0.813463195,NA,NA,NA,196.1796265
Austria,1983,AUT,AT,0.479318672,0.813463195,NA,NA,NA,202.0122375
Austria,1984,AUT,AT,0.479318672,0.813463195,NA,NA,NA,202.115799
Austria,1985,AUT,AT,0.479318672,0.813463195,NA,NA,NA,207.1660309
Austria,1986,AUT,AT,0.479318672,0.813463195,NA,NA,NA,211.9337463
Austria,1987,AUT,AT,0.479318672,0.813463195,NA,NA,NA,214.8100433
Austria,1988,AUT,AT,0.479318672,0.813463195,NA,NA,NA,221.8899078
Austria,1989,AUT,AT,0.479318672,0.813463195,NA,NA,NA,230.5149536
Austria,1990,AUT,AT,0.479318672,0.813463195,NA,NA,NA,240.5323029
Austria,1991,AUT,AT,0.479318672,0.813463195,NA,NA,NA,248.8105316
Austria,1992,AUT,AT,0.479318672,0.813463195,NA,NA,NA,254.0194244
Austria,1993,AUT,AT,0.479318672,0.813463195,NA,NA,NA,255.3576355
Austria,1994,AUT,AT,0.479318672,0.813463195,0.737888703,0.664630153,0.67689019,261.4916077
Austria,1995,AUT,AT,0.479318672,0.813463195,0.737888703,0.664630153,0.67689019,268.4681702
Austria,1996,AUT,AT,0.479318672,0.813463195,0.737888703,0.664630153,0.67689019,274.7759399
Austria,1997,AUT,AT,0.479318672,0.813463195,0.737888703,0.664630153,0.67689019,280.5286255
Austria,1998,AUT,AT,0.479318672,0.813463195,0.737888703,0.664630153,0.67689019,290.5755615
Austria,1999,AUT,AT,0.479318672,0.813463195,0.737888703,0.664630153,0.67689019,300.9093933
Austria,2000,AUT,AT,0.479318672,0.813463195,0.737888703,0.664630153,0.67689019,311.0672607
Austria,2001,AUT,AT,0.427499152,0.813463195,0.737888703,0.643297932,0.659617017,315.0090027
Austria,2002,AUT,AT,0.427499152,0.813463195,0.737888703,0.643297932,0.659617017,320.2115479
Austria,2003,AUT,AT,0.427499152,0.813463195,0.737888703,0.643297932,0.659617017,323.2262573
Austria,2004,AUT,AT,0.391406013,0.813463195,0.737888703,0.628439694,0.64758597,332.066864
Austria,2005,AUT,AT,0.391406013,0.813463195,0.737888703,0.628439694,0.64758597,339.5186768
Austria,2006,AUT,AT,0.391406013,0.813463195,0.737888703,0.628439694,0.64758597,351.2457886
Austria,2007,AUT,AT,0.391406013,0.813463195,0.737888703,0.628439694,0.64758597,364.3381958
Austria,2008,AUT,AT,0.391406013,0.813463195,0.737888703,0.628439694,0.64758597,369.6590576
Austria,2009,AUT,AT,0.391406013,0.868381808,0.737888703,0.652554902,0.665892175,355.7429504
Austria,2010,AUT,AT,0.391406013,0.868381808,0.737888703,0.652554902,0.665892175,362.2782898
Austria,2011,AUT,AT,0.391406013,0.813463195,0.737888703,0.628439694,0.64758597,372.8669434
Austria,2012,AUT,AT,0.391406013,0.813463195,0.737888703,0.628439694,0.64758597,375.4041138
Austria,2013,AUT,AT,0.391406013,0.813463195,0.737888703,0.628439694,0.64758597,375.4998474
Austria,2014,AUT,AT,0.391406013,0.813463195,0.737888703,0.628439694,0.64758597,377.9829102
Austria,2015,AUT,AT,0.391406013,0.813463195,0.737888703,0.628439694,0.64758597,381.8175659
Austria,2016,AUT,AT,0.338474733,0.813463195,0.737888703,0.606649802,0.62994221,389.7693481
Austria,2017,AUT,AT,0.338474733,0.813463195,0.737888703,0.606649802,0.62994221,399.4217224
Austria,2018,AUT,AT,0.338474733,0.813463195,0.737888703,0.606649802,0.62994221,409.0868225
Austria,2019,AUT,AT,0.338474733,0.813463195,0.737888703,0.606649802,0.62994221,415.6852112
Austria,2020,AUT,AT,0.338474733,0.884365027,0.737888703,0.637783371,0.653576154,388.4626485
Austria,2021,AUT,AT,0.338474733,0.884365027,0.737888703,0.637783371,0.653576154,406.8213426
Austria,2022,AUT,AT,0.338474733,0.884365027,0.737888703,0.637783371,0.653576154,427.0807054
Austria,2023,AUT,AT,0.338474733,0.884365027,0.737888703,0.637783371,0.653576154,429.165758
Austria,2024,AUT,AT,0.338474733,0.884365027,0.737888703,0.637783371,0.653576154,433.897397
Austria,2025,AUT,AT,0.338474733,0.884365027,0.737888703,0.637783371,0.653576154,440.7137882
Austria,2026,AUT,AT,0.338474733,0.884365027,0.737888703,0.637783371,0.653576154,448.0354622
Austria,2027,AUT,AT,0.338474733,0.884365027,0.737888703,0.637783371,0.653576154,455.2040297
Austria,2028,AUT,AT,0.338474733,0.884365027,0.737888703,0.637783371,0.653576154,462.4872943
Belgium,1981,BEL,BE,NA,NA,NA,NA,NA,239.7516632
Belgium,1982,BEL,BE,NA,NA,NA,NA,NA,241.1781769
Belgium,1983,BEL,BE,0.622404879,0.837733595,NA,NA,NA,241.9302673
Belgium,1984,BEL,BE,0.622404879,0.837733595,NA,NA,NA,247.8971863
Belgium,1985,BEL,BE,0.622404879,0.837733595,NA,NA,NA,251.9919281
Belgium,1986,BEL,BE,0.622404879,0.837733595,NA,NA,NA,256.5851746
Belgium,1987,BEL,BE,0.622404879,0.837733595,NA,NA,NA,262.5036926
Belgium,1988,BEL,BE,0.622404879,0.837733595,NA,NA,NA,274.9023132
Belgium,1989,BEL,BE,0.622404879,0.837733595,NA,NA,NA,284.4391174
Belgium,1990,BEL,BE,0.622404879,0.837733595,NA,NA,NA,293.3631287
Belgium,1991,BEL,BE,0.622404879,0.837733595,NA,NA,NA,298.7406616
Belgium,1992,BEL,BE,0.622404879,0.837733595,NA,NA,NA,303.3133545
Belgium,1993,BEL,BE,0.622404879,0.837733595,NA,NA,NA,300.395874
Belgium,1994,BEL,BE,0.622404879,0.837733595,0.869865254,0.753885504,0.776667909,310.0895691
Belgium,1995,BEL,BE,0.622404879,0.837733595,0.869865254,0.753885504,0.776667909,317.484436
Belgium,1996,BEL,BE,0.622404879,0.837733595,0.869865254,0.753885504,0.776667909,321.6799316
Belgium,1997,BEL,BE,0.622404879,0.837733595,0.869865254,0.753885504,0.776667909,333.8833313
Belgium,1998,BEL,BE,0.622404879,0.875897349,0.869865254,0.770643517,0.789389161,340.4335938
Belgium,1999,BEL,BE,0.622404879,0.875897349,0.869865254,0.770643517,0.789389161,352.4942322
Belgium,2000,BEL,BE,0.622404879,0.875897349,0.869865254,0.770643517,0.789389161,365.5953369
Belgium,2001,BEL,BE,0.622404879,0.875897349,0.869865254,0.770643517,0.789389161,369.615448
Belgium,2002,BEL,BE,0.622404879,0.875897349,0.869865254,0.770643517,0.789389161,375.924408
Belgium,2003,BEL,BE,0.622404879,0.875897349,0.869865254,0.770643517,0.789389161,379.8263245
Belgium,2004,BEL,BE,0.622404879,0.875897349,0.869865254,0.770643517,0.789389161,393.3906555
Belgium,2005,BEL,BE,0.622404879,0.875897349,0.869865254,0.770643517,0.789389161,402.5241394
Belgium,2006,BEL,BE,0.622404879,0.875897349,0.869865254,0.770643517,0.789389161,412.7979736
Belgium,2007,BEL,BE,0.622404879,0.875897349,0.869865254,0.770643517,0.789389161,427.9762268
Belgium,2008,BEL,BE,0.622404879,0.875897349,0.869865254,0.770643517,0.789389161,429.888916
Belgium,2009,BEL,BE,0.622404879,0.875897349,0.869865254,0.770643517,0.789389161,421.2020569
Belgium,2010,BEL,BE,0.622404879,0.875897349,1.024865254,0.793773873,0.841055827,433.2664795
Belgium,2011,BEL,BE,0.622404879,0.875897349,1.004865254,0.790789311,0.834389161,440.6081543
Belgium,2012,BEL,BE,0.622404879,0.875897349,1.024865254,0.793773873,0.841055827,443.8652649
Belgium,2013,BEL,BE,0.622404879,0.875897349,1.014865254,0.792281592,0.837722494,445.9036255
Belgium,2014,BEL,BE,0.622404879,0.875897349,1.004865254,0.790789311,0.834389161,452.9423218
Belgium,2015,BEL,BE,0.622404879,0.875897349,1.004865254,0.790789311,0.834389161,462.1496887
Belgium,2016,BEL,BE,0.622404879,0.875897349,1.004865254,0.790789311,0.834389161,468.9816589
Belgium,2017,BEL,BE,0.622404879,0.875897349,1.004865254,0.790789311,0.834389161,477.9104004
Belgium,2018,BEL,BE,0.622404879,0.875897349,1.069865254,0.800489137,0.856055827,485.0199585
Belgium,2019,BEL,BE,0.622404879,0.875897349,1.069865254,0.800489137,0.856055827,491.8318176
Belgium,2020,BEL,BE,0.547953911,0.737888703,1.004865254,0.699539828,0.763569289,465.4559614
Belgium,2021,BEL,BE,0.547953911,0.869865254,0.869865254,0.737346007,0.762561473,494.7175377
Belgium,2022,BEL,BE,0.547953911,0.869865254,0.869865254,0.737346007,0.762561473,510.783473
Belgium,2023,BEL,BE,0.547953911,0.869865254,0.869865254,0.737346007,0.762561473,516.5079007
Belgium,2024,BEL,BE,0.547953911,0.869865254,0.869865254,0.737346007,0.762561473,522.8167998
Belgium,2025,BEL,BE,0.547953911,0.869865254,0.869865254,0.737346007,0.762561473,533.4383612
Belgium,2026,BEL,BE,0.547953911,0.869865254,0.869865254,0.737346007,0.762561473,541.9844466
Belgium,2027,BEL,BE,0.547953911,0.869865254,0.869865254,0.737346007,0.762561473,550.6561979
Belgium,2028,BEL,BE,0.547953911,0.869865254,0.869865254,0.737346007,0.762561473,559.4666972
Bulgaria,2004,BGR,BG,0.479318672,0.921113725,0.822456691,0.724520293,0.740963029,36.90386963
Bulgaria,2005,BGR,BG,0.479318672,0.921113725,0.822456691,0.724520293,0.740963029,39.54380417
Bulgaria,2006,BGR,BG,0.479318672,0.921113725,0.822456691,0.724520293,0.740963029,42.23363876
Bulgaria,2007,BGR,BG,0.479318672,0.921113725,0.822456691,0.724520293,0.740963029,45.00292969
Bulgaria,2008,BGR,BG,0.479318672,0.921113725,0.822456691,0.724520293,0.740963029,47.741642
Bulgaria,2009,BGR,BG,0.479318672,0.921113725,0.822456691,0.724520293,0.740963029,46.10717392
Bulgaria,2010,BGR,BG,0.479318672,0.921113725,0.822456691,0.724520293,0.740963029,46.36990356
Bulgaria,2011,BGR,BG,0.479318672,0.921113725,0.822456691,0.724520293,0.740963029,47.46004868
Bulgaria,2012,BGR,BG,0.479318672,0.921113725,0.822456691,0.724520293,0.740963029,47.63118362
Bulgaria,2013,BGR,BG,0.479318672,0.921113725,0.822456691,0.724520293,0.740963029,47.78300095
Bulgaria,2014,BGR,BG,0.479318672,0.921113725,0.822456691,0.724520293,0.740963029,48.68827057
Bulgaria,2015,BGR,BG,0.479318672,0.921113725,0.822456691,0.724520293,0.740963029,50.63070297
Bulgaria,2016,BGR,BG,0.479318672,0.921113725,0.822456691,0.724520293,0.740963029,52.56051254
Bulgaria,2017,BGR,BG,0.479318672,0.921113725,0.822456691,0.724520293,0.740963029,54.4036026
Bulgaria,2018,BGR,BG,0.479318672,0.921113725,0.822456691,0.724520293,0.740963029,56.08151245
Bulgaria,2019,BGR,BG,0.479318672,0.921113725,0.822456691,0.724520293,0.740963029,57.97236633
Bulgaria,2020,BGR,BG,0.479318672,0.921113725,0.822456691,0.724520293,0.740963029,55.64238971
Bulgaria,2021,BGR,BG,0.479318672,0.921113725,0.822456691,0.724520293,0.740963029,59.59585177
Bulgaria,2022,BGR,BG,0.479318672,0.921113725,0.822456691,0.724520293,0.740963029,61.854087
Bulgaria,2023,BGR,BG,0.479318672,0.921113725,0.822456691,0.724520293,0.740963029,62.2871296
Canada,1979,CAN,CA,NA,1.302463704,NA,NA,NA,610.9342041
Canada,1980,CAN,CA,NA,1.302463704,NA,NA,NA,624.1031494
Canada,1981,CAN,CA,NA,1.302463704,NA,NA,NA,645.7852783
Canada,1982,CAN,CA,NA,1.302463704,NA,NA,NA,625.2023926
Canada,1983,CAN,CA,0.43,0.954479444,NA,NA,NA,641.4660645
Canada,1984,CAN,CA,0.43,0.954479444,NA,NA,NA,679.3667603
Canada,1985,CAN,CA,0.43,0.954479444,NA,NA,NA,711.5511475
Canada,1986,CAN,CA,0.43,0.954479444,NA,NA,NA,726.8137207
Canada,1987,CAN,CA,0.43,0.900793651,NA,NA,NA,756.4165039
Canada,1988,CAN,CA,0.373913043,0.841720779,NA,NA,NA,789.7753296
Canada,1989,CAN,CA,0.373913043,0.805,NA,NA,NA,808.0742798
Canada,1990,CAN,CA,0.373913043,0.766666667,NA,NA,NA,809.4049072
Canada,1991,CAN,CA,0.373913043,0.71875,NA,NA,NA,792.5200806
Canada,1992,CAN,CA,0.373913043,0.766666667,NA,NA,NA,799.6547852
Canada,1993,CAN,CA,0.373913043,0.766666667,NA,NA,NA,820.9324951
Canada,1994,CAN,CA,0.373913043,0.766666667,NA,NA,NA,857.8289795
Canada,1995,CAN,CA,0.373913043,0.766666667,NA,NA,NA,880.9387207
Canada,1996,CAN,CA,0.373913043,0.766666667,NA,NA,NA,895.2025757
Canada,1997,CAN,CA,0.373913043,0.766666667,NA,NA,NA,933.5176392
Canada,1998,CAN,CA,0.373913043,0.766666667,NA,NA,NA,959.6239014
Canada,1999,CAN,CA,0.373913043,0.766666667,0.43,0.554744091,0.52352657,997.7255249
Canada,2000,CAN,CA,0.373913043,0.766666667,0.43,0.554744091,0.52352657,1046.791382
Canada,2001,CAN,CA,0.373913043,0.766666667,0.43,0.554744091,0.52352657,1061.504272
Canada,2002,CAN,CA,0.373913043,0.766666667,0.43,0.554744091,0.52352657,1097.830444
Canada,2003,CAN,CA,0.373913043,0.766666667,0.43,0.554744091,0.52352657,1139.6698
Canada,2004,CAN,CA,0.373913043,0.766666667,0.43,0.554744091,0.52352657,1184.276855
Canada,2005,CAN,CA,0.373913043,0.766666667,0.43,0.554744091,0.52352657,1243.44165
Canada,2006,CAN,CA,0.614285714,0.766666667,0.43,0.653696818,0.603650794,1295.241211
Canada,2007,CAN,CA,0.614285714,0.766666667,0.43,0.653696818,0.603650794,1384.206177
Canada,2008,CAN,CA,0.614285714,0.965116279,0.43,0.74083765,0.669800664,1398.153809
Canada,2009,CAN,CA,0.614285714,0.965116279,0.43,0.74083765,0.669800664,1357.210327
Canada,2010,CAN,CA,0.614285714,0.965116279,0.43,0.74083765,0.669800664,1399.141235
Canada,2011,CAN,CA,0.614285714,0.965116279,0.43,0.74083765,0.669800664,1443.17041
Canada,2012,CAN,CA,0.614285714,0.965116279,0.43,0.74083765,0.669800664,1468.602417
Canada,2013,CAN,CA,0.614285714,0.965116279,0.43,0.74083765,0.669800664,1502.807983
Canada,2014,CAN,CA,0.614285714,0.965116279,0.43,0.74083765,0.669800664,1545.939087
Canada,2015,CAN,CA,0.614285714,0.965116279,0.43,0.74083765,0.669800664,1556.129517
Canada,2016,CAN,CA,0.614285714,0.965116279,0.43,0.74083765,0.669800664,1571.712524
Canada,2017,CAN,CA,0.614285714,0.965116279,0.43,0.74083765,0.669800664,1621.547363
Canada,2018,CAN,CA,0.614285714,0.965116279,0.43,0.74083765,0.669800664,1654.199341
Canada,2019,CAN,CA,0.635714286,1,0.518965517,0.778252897,0.718226601,1681.593628
Canada,2020,CAN,CA,0.635714286,1,0.518965517,0.778252897,0.718226601,1596.263555
Canada,2021,CAN,CA,0.635714286,1,0.518965517,0.778252897,0.718226601,1676.265106
Canada,2022,CAN,CA,0.635714286,1,0.518965517,0.778252897,0.718226601,1733.194459
Canada,2023,CAN,CA,0.635714286,1,0.518965517,0.778252897,0.718226601,1757.903826
Canada,2024,CAN,CA,0.625,0.996511628,0.518965517,0.772310441,0.713492382,1786.88952
Canada,2025,CAN,CA,0.625,0.993023256,0.518965517,0.770778668,0.712329591,1821.207522
Canada,2026,CAN,CA,0.625,0.989534884,0.518965517,0.769246896,0.7111668,1857.329259
Canada,2027,CAN,CA,0.625,0.986046512,0.518965517,0.767715123,0.71000401,1892.618514
Canada,2028,CAN,CA,0.614285714,0.965116279,0.43,0.74083765,0.669800664,1926.685647
Chile,1983,CHL,CL,NA,NA,NA,NA,NA,49.02930832
Chile,1984,CHL,CL,NA,NA,NA,NA,NA,51.04131699
Chile,1985,CHL,CL,NA,NA,NA,NA,NA,53.08802795
Chile,1986,CHL,CL,NA,NA,NA,NA,NA,55.94293976
Chile,1987,CHL,CL,NA,NA,NA,NA,NA,59.55711365
Chile,1988,CHL,CL,NA,NA,NA,NA,NA,63.93165207
Chile,1989,CHL,CL,NA,NA,NA,NA,NA,70.27584076
Chile,1990,CHL,CL,NA,NA,NA,NA,NA,72.61852264
Chile,1991,CHL,CL,NA,NA,NA,NA,NA,78.28596497
Chile,1992,CHL,CL,NA,NA,NA,NA,NA,87.02792358
Chile,1993,CHL,CL,NA,NA,NA,NA,NA,92.76200104
Chile,1994,CHL,CL,NA,NA,NA,NA,NA,97.42811584
Chile,1995,CHL,CL,NA,NA,NA,NA,NA,106.1316605
Chile,1996,CHL,CL,0.479318672,0.547953911,0,0.437929146,0.342424194,113.3517075
Chile,1997,CHL,CL,0.479318672,0.547953911,0,0.437929146,0.342424194,121.771347
Chile,1998,CHL,CL,0.479318672,0.547953911,0,0.437929146,0.342424194,127.0374527
Chile,1999,CHL,CL,0.479318672,0.547953911,0,0.437929146,0.342424194,126.5139236
Chile,2000,CHL,CL,0.479318672,0.547953911,0,0.437929146,0.342424194,133.2532501
Chile,2001,CHL,CL,0.479318672,0.547953911,0,0.437929146,0.342424194,137.6546631
Chile,2002,CHL,CL,0.338474733,0.547953911,0,0.379948795,0.295476214,141.9315643
Chile,2003,CHL,CL,0.338474733,0.63261166,0,0.417122699,0.323695464,147.7380371
Chile,2004,CHL,CL,0.338474733,0.63261166,0,0.417122699,0.323695464,158.3892822
Chile,2005,CHL,CL,0.338474733,0.63261166,0,0.417122699,0.323695464,167.4853058
Chile,2006,CHL,CL,0.338474733,0.63261166,0,0.417122699,0.323695464,178.0656433
Chile,2007,CHL,CL,0.338474733,0.63261166,0,0.417122699,0.323695464,186.8003387
Chile,2008,CHL,CL,0.338474733,0.63261166,0,0.417122699,0.323695464,193.3935242
Chile,2009,CHL,CL,0.338474733,0.63261166,0,0.417122699,0.323695464,190.3683777
Chile,2010,CHL,CL,0.338474733,0.63261166,0,0.417122699,0.323695464,201.4938507
Chile,2011,CHL,CL,0.338474733,0.63261166,0,0.417122699,0.323695464,213.8069763
Chile,2012,CHL,CL,0.338474733,0.63261166,0,0.417122699,0.323695464,225.1785736
Chile,2013,CHL,CL,0.338474733,0.63261166,0,0.417122699,0.323695464,234.2870636
Chile,2014,CHL,CL,0.338474733,0.63261166,0,0.417122699,0.323695464,238.4263
Chile,2015,CHL,CL,0.338474733,0.63261166,0,0.417122699,0.323695464,243.9190826
Chile,2016,CHL,CL,0.338474733,0.63261166,0,0.417122699,0.323695464,248.0927734
Chile,2017,CHL,CL,0.338474733,0.63261166,0,0.417122699,0.323695464,251.0415192
Chile,2018,CHL,CL,0.338474733,0.63261166,0,0.417122699,0.323695464,260.9559631
Chile,2019,CHL,CL,0.338474733,0.63261166,0,0.417122699,0.323695464,263.7075806
Chile,2020,CHL,CL,1,1,1,1,1,246.8278085
Chile,2021,CHL,CL,1,1,1,1,1,276.250429
Chile,2022,CHL,CL,1,1,1,1,1,283.1356586
Chile,2023,CHL,CL,0.338474733,0.63261166,0,0.417122699,0.323695464,282.7671703
Chile,2024,CHL,CL,0.338474733,0.63261166,0,0.417122699,0.323695464,288.2360715
Chile,2025,CHL,CL,0.338474733,0.63261166,0,0.417122699,0.323695464,294.9341127
Chile,2026,CHL,CL,0.338474733,0.63261166,0,0.417122699,0.323695464,302.4982699
Chile,2027,CHL,CL,0.338474733,0.63261166,0,0.417122699,0.323695464,310.6657234
Chile,2028,CHL,CL,0.338474733,0.63261166,0,0.417122699,0.323695464,319.3643635
Colombia,2013,COL,CO,0.547953911,0.737888703,0.869865254,0.679394034,0.718569289,272.7831726
Colombia,2014,COL,CO,0.547953911,0.737888703,0.869865254,0.679394034,0.718569289,285.0557861
Colombia,2015,COL,CO,0.547953911,0.737888703,0.869865254,0.679394034,0.718569289,293.4817505
Colombia,2016,COL,CO,0.547953911,0.737888703,0.869865254,0.679394034,0.718569289,299.6078186
Colombia,2017,COL,CO,0.305956531,0.737888703,0.869865254,0.579772474,0.637903496,303.680603
Colombia,2018,COL,CO,0.305956531,0.737888703,0.869865254,0.579772474,0.637903496,311.3191223
Colombia,2019,COL,CO,0.305956531,0.737888703,0.869865254,0.579772474,0.637903496,321.6618347
Colombia,2020,COL,CO,0.305956531,0.737888703,0.869865254,0.579772474,0.637903496,298.3339565
Colombia,2021,COL,CO,0.305956531,0.737888703,0.869865254,0.579772474,0.637903496,331.1990017
Colombia,2022,COL,CO,0.305956531,0.737888703,0.869865254,0.579772474,0.637903496,356.0249362
Colombia,2023,COL,CO,0.305956531,0.737888703,0.869865254,0.579772474,0.637903496,358.0900772
Colombia,2024,COL,CO,0.305956531,0.737888703,0.869865254,0.579772474,0.637903496,364.6074403
Colombia,2025,COL,CO,0.305956531,0.737888703,0.869865254,0.579772474,0.637903496,377.1425835
Colombia,2026,COL,CO,0.305956531,0.737888703,0.869865254,0.579772474,0.637903496,392.3481956
Colombia,2027,COL,CO,0.305956531,0.737888703,0.869865254,0.579772474,0.637903496,407.6497756
Colombia,2028,COL,CO,0.305956531,0.737888703,0.869865254,0.579772474,0.637903496,423.1404669
Costa Rica,2013,CRI,CR,0.278958449,0.822456691,0.737888703,0.586098219,0.613101281,51.06141281
Costa Rica,2014,CRI,CR,0.278958449,0.822456691,0.737888703,0.586098219,0.613101281,52.85639191
Costa Rica,2015,CRI,CR,0.278958449,0.822456691,0.737888703,0.586098219,0.613101281,54.77599335
Costa Rica,2016,CRI,CR,0.278958449,0.822456691,0.737888703,0.586098219,0.613101281,57.10177612
Costa Rica,2017,CRI,CR,0.278958449,0.822456691,0.737888703,0.586098219,0.613101281,59.30602264
Costa Rica,2018,CRI,CR,0.278958449,0.822456691,0.737888703,0.586098219,0.613101281,60.88378143
Costa Rica,2019,CRI,CR,0.278958449,0.822456691,0.737888703,0.586098219,0.613101281,62.15251541
Costa Rica,2020,CRI,CR,0.278958449,0.822456691,0.737888703,0.586098219,0.613101281,59.49651821
Costa Rica,2021,CRI,CR,0.278958449,0.822456691,0.737888703,0.586098219,0.613101281,64.12582185
Costa Rica,2022,CRI,CR,0.278958449,0.822456691,0.737888703,0.586098219,0.613101281,66.88644861
Costa Rica,2023,CRI,CR,0.278958449,0.822456691,0.737888703,0.586098219,0.613101281,69.09379189
Costa Rica,2024,CRI,CR,0.278958449,0.822456691,0.737888703,0.586098219,0.613101281,71.71964801
Costa Rica,2025,CRI,CR,0.278958449,0.822456691,0.737888703,0.586098219,0.613101281,74.30265037
Costa Rica,2026,CRI,CR,0.278958449,0.822456691,0.737888703,0.586098219,0.613101281,76.68056551
Costa Rica,2027,CRI,CR,0.278958449,0.822456691,0.737888703,0.586098219,0.613101281,79.13434364
Costa Rica,2028,CRI,CR,0.278958449,0.822456691,0.737888703,0.586098219,0.613101281,81.66664268
